지점,지점명,일시,평균기온,최저기온,최고기온,평균최저기온,평균최고기온,평균 해면기압,합계 강수량,일 최다 강수량,평균 상대습도,합계 일조시간,일조율,합계 일사량,평균 풍속,최다 풍향,합계 소형 증발량,합계 대형 증발량
119,수원,2023,13.3,-16.7,34.9,8.7,18.6,1016.6,1409.4,91.6,69.5,2345.3,52.67,5261.02,1.9,270,1349.3,944.2
121,영월,1994,,,,,,,,,,,,,,320,,
121,영월,1995,9.9,-18,33.3,4.2,16.6,1015,1107.5,120.3,68.7,2238.1,50.29,,1.5,320,,
121,영월,1996,10.1,-19.3,35.8,4.5,16.8,1015.3,903.3,83.9,69.4,2351,52.72,,1.5,270,,
121,영월,1997,10.6,-18.3,35.3,4.7,17.5,1015,1241.6,166,68.1,2285.4,51.36,,1.4,320,,
121,영월,1998,11.8,-18.6,33.5,6.4,18,1015.2,1408,99,72.2,2017.6,45.34,,1.4,90,,
121,영월,1999,11.1,-17,35.6,5.4,17.8,1014.9,1360.6,117.8,68.5,2253.3,50.63,,1.4,290,,
121,영월,2000,10.6,-16.5,34.7,5,17.2,1016,1060.8,83.4,69.8,2061.8,46.23,,1.1,270,,
121,영월,2001,10.4,-23.5,34.8,4.5,17.2,1016.4,792.3,78.7,67.8,2211.6,49.69,,1.4,270,,
121,영월,2002,10.3,-21.9,33.9,4.7,16.5,1016.3,1406.5,226,66.1,2097.8,47.12,,1.6,250,,
121,영월,2003,10.3,-20.4,33,5.1,16.6,1017.4,1449.7,96,72.4,1797.4,40.37,,1.4,270,,
121,영월,2004,11.1,-18.7,36.9,5.3,18,1017.1,1339.5,170,66.8,2153.6,48.26,,1.6,270,,
121,영월,2005,10.4,-19.5,37.2,4.8,17,1016.7,1252.1,98.5,64.2,2206.8,49.56,,1.7,270,,
121,영월,2006,11.2,-18.5,36.8,5.7,17.7,1016.7,1304.2,168,66.3,1974.6,44.35,,1.6,250,,
121,영월,2007,11.5,-15.2,34.1,6.3,17.7,1016.7,1714.9,155.5,67.3,1858.8,41.74,,1.5,270,,
121,영월,2008,11.3,-16.2,35.2,5.7,18,1016.4,876.6,76.5,68,2030.4,45.5,,1.5,270,,
121,영월,2009,11.5,-17.4,34.7,5.8,18.1,1015.7,1027,124,67.4,2054.6,46.14,,1.4,270,,
121,영월,2010,11.2,-22.7,35.7,5.9,17.4,1016.3,1341.2,153,67.6,1861.5,41.81,,1.4,270,,
121,영월,2011,11,-20.4,35.4,5.6,17.4,1016.8,2085.7,157.5,65.9,1994.7,44.8,,1.4,270,,
121,영월,2012,10.8,-23.1,38.7,5.3,17.2,1016.1,1398.8,173.5,67.9,2337.9,52.39,,1.4,270,,
121,영월,2013,11.3,-22.6,34.5,5.9,17.6,1016.1,1238.3,107,71.3,2280.4,51.21,,1.4,320,,
121,영월,2014,11.9,-17.4,35.4,6.1,18.7,1016.7,876.5,79.5,68.1,2284.5,51.31,,1.4,270,,
121,영월,2015,12.4,-15.3,35.6,6.7,18.9,1016.5,676,101.1,68.6,2238.3,50.27,,1.4,270,,
121,영월,2016,12.4,-17.4,36.6,7.1,18.6,1016.5,940.4,147.3,68,2145.9,48.08,,1.1,270,,
121,영월,2017,11.7,-15.6,35.7,6.2,17.9,1016.6,996.1,72.3,66.8,2332.9,52.39,,1.1,270,,
121,영월,2018,11.5,-18.5,39.9,6.1,18,1017,1360.8,114.8,68.2,2300.6,51.67,,1.1,270,,
121,영월,2019,12.1,-13.4,36.9,6.6,18.7,1016.5,830.4,76.4,67.8,2117.2,47.55,,1.1,270,,
121,영월,2020,11.9,-17.4,36.8,6.7,18.4,1016.6,1344.1,204.7,68.6,2225,49.86,,1.1,270,,
121,영월,2021,12.1,-19,36.6,6.9,18.5,1016.7,1106.4,72.9,69.3,2195.5,49.31,,1.1,270,,
121,영월,2022,11.6,-16.8,35.8,6.1,18.4,1016.9,1288.7,109.5,67,2275.7,51.11,0,1,270,,
121,영월,2023,12.4,-18.9,36.5,7,19,1016.8,1507.5,142.8,68.8,2264.7,50.86,,1,270,,
127,충주,1972,,-2.4,28,,,,1366.6,163,,,,,,230,,
127,충주,1973,11.5,-21.4,36.8,6.4,17.3,,880.1,51,75.9,3293,73.86,7252.29,1.6,250,1110,
127,충주,1974,10.1,-26.2,34.7,4.5,16.3,,1072.5,80,68.7,2888.7,64.8,8744.62,1.4,50,980.2,
127,충주,1975,11.7,-19.5,34.7,6.6,17.5,,1171,129,71.8,2446.5,54.88,7782.06,1.1,270,1041.6,553.9
127,충주,1976,10.6,-18.5,34.5,5.3,16.5,,1069.3,101.5,75.1,2498.2,55.9,9210.31,1,270,990.4,577
127,충주,1977,11.2,-20.5,35.5,5.1,17.8,,860.2,97.5,74.8,2611.6,58.58,9621.42,.9,250,963.8,604
127,충주,1978,11.7,-16.9,36.8,6,18,,1348.2,118,74,2467.2,56.31,8620.71,1.2,250,975,634.9
127,충주,1979,11.4,-18.9,34.2,6.1,17.6,,1245.6,123.9,75.2,2402,53.88,6358.55,1,270,859.9,518.7
127,충주,1980,9.8,-22.2,32.7,4.3,16.1,,1355.3,107.3,73.8,2392.1,53.52,5422.68,.8,270,868.1,463.7
127,충주,1981,10,-28.5,35.2,4.3,16.6,,1088.7,99,73.2,2398,53.79,673.66,.7,230,916.9,507.5
127,충주,1982,11.3,-17.1,36.4,5.6,18.2,,844.4,59.4,74.1,2533.2,56.82,,.7,230,1026.1,567.4
127,충주,1983,11.4,-18.2,35.2,6.1,17.8,,906.3,67,75.3,2445.7,54.96,,.9,230,1014.1,
127,충주,1984,10.7,-26,35.6,5,17.3,,1088.2,85.3,75.8,2519.5,56.5,,.8,230,988,
127,충주,1985,11.1,-25.6,35.2,6.1,17.1,,1356.6,80.3,76.8,2293.1,51.53,,.9,320,965.7,
127,충주,1986,10.5,-22.2,34.8,5.6,16.7,1015.3,983.3,104,74.2,2434.1,54.7,,.9,230,948.1,
127,충주,1987,11.4,-18.7,33.2,6.4,17.6,1015.5,1471.2,128,74.3,2394,53.81,,.8,290,948.7,
127,충주,1988,11.2,-14.2,35.4,5.9,17.8,1015.2,868.3,140.4,70.7,2553.6,57.26,,.7,250,1071.9,
127,충주,1989,12,-12.5,34.2,7.1,18.2,1015.5,1424.2,176.1,74.3,2401.8,53.98,,.9,290,1071.5,
127,충주,1990,12.3,-19.6,35.8,7.7,18.2,1015.6,1886.8,212,77.8,2125.1,47.76,,.9,270,951.7,548.4
127,충주,1991,11.4,-17.6,34.8,6.2,17.8,1015.3,1419.9,96,75.7,2436.6,54.76,,.8,270,1047.8,559
127,충주,1992,11.5,-13,34.4,6.5,17.6,1014.6,919.2,87,69.3,2320.8,52.05,,1,270,1030,519.4
127,충주,1993,11,-15.4,32.5,5.9,17.1,1015,1164.4,112.5,71.8,2061.1,46.32,,1.3,290,1024.9,536.3
127,충주,1994,11.9,-18.2,37.9,5.9,18.6,1017,1118.4,263,69.9,2347.2,52.75,,1.7,290,1331.3,705.9
127,충주,1995,10.2,-17.9,33.7,4.5,17.1,1017.1,1318.6,225,64.6,2153.4,48.4,,1.7,230,1184.7,592.9
127,충주,1996,10.6,-16.1,34.9,5.3,17.1,1017.4,939,62.5,72.5,2173.4,48.74,,2,230,1181.1,608.2
127,충주,1997,11.3,-16.8,34.9,5.5,18.1,1017.1,1219.7,122,66.7,2291.8,51.5,,1.7,270,,
127,충주,1998,12.6,-15.2,33.3,7.4,19,1017.4,1652.5,106.5,66.6,1990.2,44.72,,1.4,270,,
127,충주,1999,11.2,-15.5,33.6,5.6,17.7,1017.1,1315.4,170,71.5,2253.1,50.64,,1.7,270,,
127,충주,2000,11.2,-14.7,35.4,5.7,17.7,1017.1,1269.6,107,66.3,2080.1,46.65,,1.6,270,,
127,충주,2001,11.7,-19.3,35.2,6,18.1,1016.8,798.1,66.8,64.5,1963.8,44.1,,1.6,270,,
127,충주,2002,11.2,-17,34.9,6,17,1016.1,1469.6,227,65.6,1933.1,43.42,,1.7,110,,
127,충주,2003,11.6,-18.5,32.8,6.6,17.3,1016.6,1641.2,87,68.3,1733.7,38.93,,1.4,110,,
127,충주,2004,12.4,-15.8,36.3,6.9,18.9,1016.5,1425.2,148,67.2,2044,45.8,,1.6,70,,
127,충주,2005,11.2,-17.3,35.3,5.9,17.2,1016.2,1380.9,103,64.8,2082.5,46.77,,1.7,70,,
127,충주,2006,11.5,-17.3,35,6.4,17.5,1016.3,1233.9,178,66.6,1898.6,42.64,,1.8,90,,
127,충주,2007,12.1,-13.1,33.8,7.1,18,1016,1439.2,88,68.7,1744,39.16,,1.8,90,,
127,충주,2008,12,-13.9,35.4,6.7,18.4,1016.5,882.5,80,66.8,2036.6,45.64,,1.5,110,,
127,충주,2009,11.9,-16.8,34.1,6.5,18,1015.9,936.8,116.5,65.9,2033.3,45.67,,1.5,140,,
127,충주,2010,11.5,-21.4,35.1,6.5,17.2,1016.4,1212.3,109.5,68.3,1867.9,41.95,,1.5,90,,
127,충주,2011,11.4,-19.3,34.6,6.2,17.3,1017,2073.3,167,66.3,2023.7,45.45,,1.6,90,,
127,충주,2012,11.5,-20.7,36.9,6.4,17.3,1016.3,1290.3,134,65.3,2420.7,54.24,,1.6,90,,
127,충주,2013,11.8,-21.7,34.2,6.6,17.6,1016.3,1102.6,80.5,67.4,2358.7,52.97,,1.6,90,,
127,충주,2014,12.2,-14.2,34.9,6.9,18.4,1016.9,899.6,86.4,64.6,2353,52.85,,1.6,90,,
127,충주,2015,12.7,-13.8,36.1,7.3,18.7,1016.7,731.8,71.7,63.3,2306.4,51.8,,1.6,90,,
127,충주,2016,12.9,-17,36.7,7.5,19,1016.7,917.1,121.9,63.8,2035.9,45.62,,1.5,90,,
127,충주,2017,12,-16,36.3,6.4,18.3,1017,1072.9,89,63.3,2386.8,53.6,,1.5,90,,
127,충주,2018,12,-19.2,40,6.4,18.4,1017.4,1349.1,134.2,65.4,2348.3,52.74,,1.5,90,,
127,충주,2019,12.3,-13.2,35.5,6.7,18.6,1016.8,795.5,60.6,67.8,2261.9,50.79,,1.3,90,,
127,충주,2020,12.1,-17,34.5,6.8,18.1,1016.9,1446.5,84.2,70.2,2222,49.79,,1.4,90,,
127,충주,2021,12.4,-19.6,34.9,7.1,18.4,1016.8,1365.5,111.5,70.3,2260.8,50.9,321.41,1.4,90,61.5,43.3
127,충주,2022,11.9,-17.5,34.7,6.2,18.1,1016.2,1464.2,143.7,68.4,2402.8,53.96,5322.09,1.2,90,1286.2,900.5
127,충주,2023,12.9,-18.8,35.5,7.4,19,1016,1661.6,172.3,69.3,2217.5,49.8,5244.54,1.2,90,1323.4,926.3
129,서산,1968,11.8,-14.1,32.8,7.7,16.6,1016.2,1132.2,130.5,75.5,2489.4,56.02,,1.7,320,1099.4,
129,서산,1969,11,-14.4,32.3,7.1,15.2,1016.6,1180,76.6,78.3,2080.2,46.92,,1.7,50,957,
129,서산,1970,11.2,-15.6,33.4,7.1,16.3,1016.9,1526.7,192.6,77.2,2213.8,49.94,,2.8,360,1142.3,
129,서산,1971,11.3,-14.2,34.4,7.1,16.4,1015.9,1054.8,106.3,75.1,2241.2,50.55,,2.8,50,1091.5,
129,서산,1972,11.6,-9,35.3,7.3,16.8,1015.2,1437.9,189.9,77.8,2217.4,49.9,,2.8,50,989.2,
129,서산,1973,11.8,-15.6,35,7.4,17,1016.3,946.7,50.2,76.3,2464.2,55.58,,2.6,50,1250.5,778.1
129,서산,1974,10.7,-16.7,35.1,6.3,16.2,1016.4,1377.8,150.1,76.3,2225.2,50.2,,2.6,20,1147.1,683.9
129,서산,1975,12.3,-11.9,34.6,8,17.9,1016.2,880.7,58.1,76.6,2185.1,49.29,,2.4,20,1195.3,709.7
129,서산,1976,11.4,-15.7,32.8,6.7,16.8,1016.5,974.6,79.1,77.4,2080,46.8,,2.4,20,1064.8,643.9
129,서산,1977,11.9,-15.7,35.4,7.1,17.6,1017.2,979.1,110.7,76.4,2162.9,48.79,,2.2,360,1101.1,690.4
129,서산,1978,12.4,-12.8,35.6,7.9,17.8,1016.6,1215.5,136.5,77.3,2161.2,48.76,,2.3,180,1153.1,726.4
129,서산,1979,12.3,-10.7,35,7.9,17.4,1016.3,1272.1,80.7,79.4,2079.1,46.9,,2.2,200,1062.7,631.9
129,서산,1980,10.7,-15,31.3,6.3,15.9,1016.7,1469.3,92.3,77.4,2153.1,48.45,,2.2,180,1007.7,562.7
129,서산,1981,10.9,-18.4,34.1,6.4,16.1,1016.6,1234.3,109.8,76.9,2276.9,51.36,4737,2.2,180,1024,597.9
129,서산,1982,12,-15.3,34.8,7.2,17.6,1016.6,984.2,124.9,75.3,2455,55.38,3685.73,2,340,1150.9,640.1
129,서산,1983,12,-13.3,34.5,7.5,17.1,1016.5,1272.3,134.5,79.5,2250.5,50.58,5243.8,2.2,50,1019.1,573
129,서산,1984,11.3,-14.6,34.7,6.7,16.6,1017,1376.4,179.1,78.8,2372.6,53.2,5212.25,2.2,360,1068.1,629.1
129,서산,1985,11.6,-14.6,35,7.4,16.6,1016.8,1360.3,124.8,79.2,2131.9,47.91,4867.47,2.2,50,1048,583.2
129,서산,1986,10.9,-15.7,33.6,6.6,16.2,1016.5,1093.6,68.3,79.8,2250.1,50.57,5166.56,2.1,360,1073.7,577.1
129,서산,1987,11.6,-13.4,31.9,7.2,17,1016.6,1527.8,125.2,76.3,2063.7,46.38,4798.71,2.4,360,1015.5,570.4
129,서산,1988,11.5,-11.4,34.7,6.7,17.2,1016.5,685.6,61.1,71.3,2423.2,54.34,3661.42,2.3,50,1084.7,593.3
129,서산,1989,12.3,-10.4,35.2,7.7,17.8,1016.7,1197.7,108.7,74.3,2360.3,53.04,5038.38,2.2,50,993,582.6
129,서산,1990,12.4,-17.2,34.9,8.3,17.5,1016.7,1788.3,129.7,76.1,1982.7,44.56,4328.95,2.3,50,815.6,506.9
129,서산,1991,11.6,-17.1,34.2,6.9,17.4,1016.3,1088.6,118.8,73.3,2267.9,50.96,4960.51,2.1,50,,
129,서산,1992,11.9,-10.4,34,7.4,17.7,1015.8,1017.6,160.5,72.3,2141,48.01,4624.79,2.1,70,,
129,서산,1993,11.4,-12.1,32.2,6.8,17.2,1016.3,1093.6,77.8,73.3,2092.3,47.02,4613.2,2.2,70,,
129,서산,1994,12.6,-17.2,37.3,8,18.5,1016,1234.5,148.5,71.6,2359.7,53.03,4992.09,2.2,200,,
129,서산,1995,11.6,-14.4,33.8,7,17.3,1016.3,1448.3,236.1,72.8,2344.7,52.69,4763.35,2.4,230,,
129,서산,1996,11.5,-12.4,36.2,7.1,17.2,1017.1,830.1,85,71.2,2257.3,50.62,4499.6,2,50,,
129,서산,1997,12.2,-13.2,35.4,7.3,18.1,1016.6,1156.9,155.7,72.6,2354.5,52.91,4909.62,2,50,,
129,서산,1998,12.9,-13.3,32.9,8.2,18,1016.5,1711.6,152,74.8,2042.9,45.91,4357.53,2.6,50,,
129,서산,1999,12.3,-13.7,33.3,7.5,17.4,1016.3,1826.6,274.5,72.4,2112.5,47.47,4621.43,2.5,70,,
129,서산,2000,11.3,-13.2,32.7,6.4,16.6,1017.2,1424.8,164,73.1,2184.1,48.98,4887.29,2.6,200,216,92.1
129,서산,2001,11.8,-18.7,35.4,6.7,17.5,1017.1,986.8,120.9,70.8,2214.2,49.76,5145.13,2.5,70,1147.2,617.4
129,서산,2002,11.8,-12.7,35.1,6.8,17.5,1016.2,1387.6,140,73.4,2050.1,46.04,4974.54,2.8,200,1062.5,589.4
129,서산,2003,12,-18.1,32.9,7.1,17.5,1016.6,1433.4,171.5,75.3,1858.7,41.73,4753.99,2.4,70,933.9,495.8
129,서산,2004,12.6,-13.3,37.1,7.4,18.5,1016.6,1340.9,125.5,70.7,2219.5,49.73,5239.19,2.6,200,1106.5,591.7
129,서산,2005,11.5,-15.9,35.2,6.7,17,1016.4,1334.2,110.5,71.6,2159.5,48.5,5132.89,2.9,200,1081.5,578.8
129,서산,2006,12.2,-13.6,33,7.7,17,1016.1,1139.2,122,73.2,2020.5,45.37,4905.44,2.7,200,1092.4,599.2
129,서산,2007,12.4,-9,32.4,8,17.3,1015.8,1471.1,119.5,76.3,1862.1,41.82,4697.27,2.7,70,1000.4,533.5
129,서산,2008,12,-13.1,33.5,7.2,17.3,1016.4,909.6,108.5,74.3,2095.5,46.96,5004.24,2.5,90,1107.7,587
129,서산,2009,12.3,-13.9,32.5,7.5,17.5,1016,1074.3,114.5,73.4,2174.3,48.83,5126.39,2.7,200,1110.5,646
129,서산,2010,11.7,-13.2,31.8,7.3,16.3,1016.4,2141.8,177,73.9,1984.3,44.56,4857.77,2.8,200,1108.6,634.8
129,서산,2011,11.6,-14.7,33,7.2,16.4,1017.2,1704.4,150.5,73.1,2007,45.07,4838.65,2.9,180,1006.2,581
129,서산,2012,11.5,-15.1,36,6.9,16.6,1016.6,1642.6,161.3,75.7,2299.2,51.52,4829.1,2.5,50,1129.7,707.7
129,서산,2013,11.8,-16.6,33.4,7,16.9,1016.7,1018.7,75.2,80.9,2382.7,53.51,4626.11,2.1,180,1072.2,624.9
129,서산,2014,12.3,-11.1,33.7,7.5,17.8,1017.2,1000.1,126.4,78.2,2334,52.42,4523.21,1.9,50,997.9,587.7
129,서산,2015,12.7,-10.5,33.7,7.9,18.1,1017.1,815.9,47.4,78.1,2384.4,53.54,4183.63,2,50,1032.3,623.8
129,서산,2016,12.9,-12.7,34.6,8.2,18.2,1017.2,922.1,137.5,81.3,2382.9,53.39,3975.9,2,50,988.1,594.9
129,서산,2017,12.2,-12.9,34.7,7.2,17.6,1017.5,830.4,86.2,78.1,2624.7,58.95,4120.14,2,180,997.1,697.4
129,서산,2018,12.2,-15.9,37.1,7.4,17.6,1017.5,1227.2,139.3,72.8,2660,59.74,5533.11,1.9,20,1338,936.5
129,서산,2019,12.7,-10.9,36.3,7.6,18.3,1016.8,915,71,72.3,2491.2,56.63,5395.21,1.8,340,1335.2,935.4
129,서산,2020,12.6,-10.5,34.9,8,18,1016.9,1488.7,118.6,72.7,2385.3,53.56,5186.59,2,340,1280.5,896.6
129,서산,2021,13.2,-19.7,35.8,8.4,18.8,1016.7,1207.3,93.4,73.7,2418.5,54.48,5201.83,2,70,1314.3,919.4
129,서산,2022,12.3,-13.9,34.5,7.5,17.6,1016.9,1570.7,209.6,73.3,2318.6,52.07,5433.67,2.1,50,1286.3,900.7
129,서산,2023,13.3,-15.5,35.2,8.6,18.5,1016.6,1529.7,208.1,73.6,2220.9,49.87,5258.4,2,50,1315.7,921.2
130,울진,1971,,-8.7,35.2,7.9,17.5,,1122.5,248,,,,,2.4,250,,
130,울진,1972,12.8,-8.3,35.4,7.9,17.4,,1250.8,152,69.9,2800.5,63,3932.73,2.3,250,1111.7,
130,울진,1973,13,-13,36,8.2,17.7,,921.6,97.2,66.4,2937.9,66.25,2793.38,2.4,270,1292.3,
130,울진,1974,11.7,-11.9,34.9,7.1,16.6,,1041.2,69.9,67.7,2681,60.46,3175.85,2.2,270,1147.3,
130,울진,1975,12.9,-9.4,35.2,8.6,17.2,,1536.9,125.6,71.8,2553.1,56.69,3268.43,2,360,1060.2,
130,울진,1976,12.2,-13.8,34.5,7.5,16.9,,1207.4,119,72.3,2648.7,59.58,2367.75,2,270,1105,
130,울진,1977,12.6,-13.4,34.1,7.8,17.5,,1060.7,66.7,71.4,2574.6,58.07,3206.29,1.9,270,1128.7,
130,울진,1978,13,-11.9,35.5,9,17.2,1016.9,1206.8,78.5,67.1,2596.7,58.56,,4.4,270,1424.5,739.5
130,울진,1979,13.2,-9.3,34.7,9.3,17.3,1016.9,1008.2,62.1,68.1,2459.2,55.46,,4.4,250,1338.5,684.7
130,울진,1980,11.5,-12.3,32.1,7.6,15.7,1016.8,1264.1,92.9,68,2402.7,54.05,,4.3,270,1261.1,623.2
130,울진,1981,11.3,-14.1,34.7,7.2,15.6,1016.4,854.4,175.2,65.8,2621.2,59.12,,4.1,270,1331.6,615.8
130,울진,1982,12.6,-12.4,33.3,8.4,16.9,1015.4,684.4,77.1,67.8,2654.7,59.87,,4.2,270,1381.9,638.6
130,울진,1983,12.3,-10.9,35.7,8.1,16.7,1015.3,919.4,67.2,68.1,2564.3,57.63,,4.5,270,1352.4,619.7
130,울진,1984,11.4,-13.5,36.6,7.3,15.8,1015.9,1083.6,117.2,72.4,2484.3,55.71,,4.1,290,1218.4,613.4
130,울진,1985,12.2,-12.7,34.1,8.2,16.4,1015.6,989.6,86.6,74.5,2495.3,56.08,,4.2,250,1234.1,634.8
130,울진,1986,11.3,-13.7,35.4,7.1,15.8,1015.4,795,44,71.4,2458.4,55.25,,4.2,270,1256.3,655.9
130,울진,1987,12.6,-9.3,34.7,8.2,17.1,1015.4,1049.1,98.5,63,2543.3,57.16,,4.4,270,1355.8,706.8
130,울진,1988,12.4,-11.1,34.3,8.2,16.8,1015.3,1067.4,85.4,64.6,2526.1,56.65,,4.4,270,1333.2,630.1
130,울진,1989,12.9,-9.1,35.9,8.8,17.4,1015.8,1336.8,75.5,72.5,2206.7,49.59,,4.1,270,1228.4,679.3
130,울진,1990,13.3,-12.1,34.5,9.2,17.9,1015.7,1321.3,96,75,2194.2,49.31,,4.1,270,1159.8,598.3
130,울진,1991,12.4,-13.3,36,8.2,16.9,1015.4,1433.6,279,70.9,2366,53.17,,4.1,270,,
130,울진,1992,12.9,-7.6,37,8.7,17.6,1015.5,906.7,91.2,68.5,2402.9,53.89,,3.9,270,,
130,울진,1993,11.9,-8.6,32.3,7.9,16.2,1015.5,1550.7,197.7,71.6,2188.3,49.18,,3.9,270,,
130,울진,1994,13.6,-9.5,36.4,9.3,18.4,1014.4,796.7,75.5,65.9,2596,58.34,,3.9,270,,
130,울진,1995,12.6,-9.9,37,8.1,17.6,1014.4,623,41.4,65.3,2539.1,57.06,,3.7,250,,
130,울진,1996,11.9,-11.5,35.2,7.8,16.5,1015.3,882.3,67.6,65.5,2436.4,54.64,,3.5,250,,
130,울진,1997,12.9,-9.9,35.1,8.6,17.3,1015.2,1002.1,78.7,67.6,2520.7,56.65,,3.8,270,,
130,울진,1998,13.6,-11.4,34.1,9.7,17.7,1015.2,1543.7,152.2,71.4,2181.5,49.02,,3.9,290,,
130,울진,1999,13,-9.7,34.1,9,17.4,1014.4,1558.1,102,68.7,2437.1,54.77,,4,290,,
130,울진,2000,12.6,-10.1,35.1,8.4,17.2,1014.8,1072.9,110.3,65.1,2266.4,50.81,,2.9,290,,
130,울진,2001,13.1,-13.3,35.4,8.9,17.8,1015.2,923.5,114.4,62.4,2287.2,51.39,,3.7,270,,
130,울진,2002,12.7,-9.1,36.3,8.5,17.3,1015,1440.5,162.5,65.1,2318.4,52.06,,3.5,290,,
130,울진,2003,12.5,-12.7,32.7,8.7,16.9,1015.9,1789.7,146,70.2,1983.1,44.54,,3.7,290,,
130,울진,2004,13.5,-12.7,35.3,9.3,18.3,1015.3,1278.9,149,62.9,2391.3,53.59,,3.7,290,,
130,울진,2005,12.4,-10.7,35.6,8.3,17.1,1014.9,1204.1,185.5,62.3,2404.4,54,,3.7,270,,
130,울진,2006,12.7,-8.9,33.1,8.7,17.2,1015.6,1692.9,134.5,68.3,2067.6,46.43,,3.7,290,,
130,울진,2007,13.7,-5.8,36,9.6,18.5,1014.9,1215,77,69.6,2123.7,47.69,,3.2,250,,
130,울진,2008,13.1,-8.4,35.1,8.9,17.9,1015.5,916.6,144.5,67.2,2380.8,53.35,,3.1,250,,
130,울진,2009,13,-9.5,33.6,8.8,17.6,1014.8,851.7,78,65.8,2248.2,50.49,,3.2,250,,
130,울진,2010,12.3,-10.3,35.7,8.1,16.9,1015.3,784.9,99,68.4,2309.4,51.87,,2.7,230,,
130,울진,2011,12,-14,35.3,7.9,16.6,1015.9,1376.6,150.5,68.8,2200.5,49.42,,2.8,230,,
130,울진,2012,11.9,-13.7,34.9,7.8,16.4,1015.4,1101.3,127.5,68.3,2389.4,53.54,,2.7,230,,
130,울진,2013,12.8,-12.1,37.8,8.4,17.5,1015,994.1,127.5,67.5,2432.5,54.63,,2.7,230,,
130,울진,2014,12.9,-9.5,34.1,8.6,17.3,1016,1282.6,180.4,68.4,2321.1,52.13,,2.7,270,,
130,울진,2015,13.2,-10.4,35.5,8.8,17.7,1015.9,819.1,97.3,68.3,2476.3,55.61,,2.7,270,,
130,울진,2016,13.2,-13.5,33.9,9.2,17.7,1015.9,1196.3,126.6,69.6,2364.4,52.98,,2.5,270,,
130,울진,2017,13.2,-9,37.1,8.8,18,1015.6,857.5,64.2,64.2,2523,56.66,,2.5,250,,
130,울진,2018,13,-13.3,36.6,8.6,17.8,1016.2,1436.2,104.4,65.6,2383.6,53.54,,2.6,270,,
130,울진,2019,13.9,-5.4,35.8,9.6,18.7,1015.6,1581.2,332.9,66.4,2529.2,56.96,,2.5,270,,
130,울진,2020,13.4,-11,35,9.1,18,1015.7,1336.2,178.4,67.1,2462.3,55.18,,2.5,250,,
130,울진,2021,13.5,-16.1,32.5,9.1,18.1,1015.9,1158.9,101.6,69.2,2387.1,53.61,,2.5,250,,
130,울진,2022,13.3,-10.5,35.8,9,18.1,1015.7,1100,146.7,64.5,2505,56.26,0,2.5,250,,
130,울진,2023,14.1,-13.9,37.3,9.9,18.6,1015.7,1317,144.1,66.2,2560.4,57.64,,2.4,270,,
131,청주,1967,11.5,-24.1,35.4,6.5,17.1,1017.5,1078.9,100.6,74.6,2341.5,53.06,,2.2,180,1144.7,
131,청주,1968,11.5,-16.2,34.2,6.4,17.3,1016.8,885.1,82.2,75.5,2205.2,49.61,,2.1,290,1143.2,
131,청주,1969,10.7,-26.4,34.2,5.8,16.2,1017.1,1676.2,179.2,76.3,1990.7,44.9,,1.9,290,941.2,
131,청주,1970,11.2,-20,33.7,6.5,16.7,1017.6,1283.7,85.2,76,1956.5,44.12,,1.6,320,1031.3,
131,청주,1971,11.3,-23.2,35.1,6.4,16.9,1017.1,1246.4,98.7,75.1,2218.2,50.03,,2.1,180,1044.2,
131,청주,1972,11.7,-11,35.6,7.1,16.9,1016.4,1310.7,121.6,73.7,1980,44.54,,2.3,230,1003.6,
131,청주,1973,11.7,-20.6,35.7,6.9,17.2,1017.2,871.5,63.8,71.6,2174.3,49.03,3839.41,2.2,230,1117.1,626.2
131,청주,1974,10.4,-23,34.7,5.5,16.2,1016.8,1106.6,95.5,73.5,2034.5,45.88,3187.58,1.9,320,1012,581.4
131,청주,1975,12.1,-15,33.6,7.5,17.5,1016.7,1206.4,95.9,75.3,2085.4,47.02,3136.23,1.7,360,1057.6,606.4
131,청주,1976,11.1,-17.9,34.2,6.1,16.9,1017.1,1048.9,108.5,74.5,2136.5,48.06,2757.38,2,180,1050.1,592
131,청주,1977,11.9,-18.5,35.9,6.7,18.1,1017.6,1032.9,73.2,74.1,2421.7,54.62,3267.4,1.8,180,1163.3,673.7
131,청주,1978,12.2,-16.9,35.9,6.9,18.5,1017.1,1251.9,118.1,71.9,2272,51.24,3603.6,1.8,270,1110.5,633.1
131,청주,1979,12,-15.5,34.1,7.1,18.1,1016.8,1376.2,114.5,73.4,2165.3,48.83,3237.58,1.8,230,1012.2,560
131,청주,1980,10.5,-18.9,32.8,5.6,16.5,1017.3,1659.7,217,69.6,2083,46.86,2780.9,1.8,230,935.4,513.3
131,청주,1981,10.8,-22.1,36.4,5.6,17.2,1017.2,1134.7,83.5,69.3,2163.9,48.8,2790.63,1.7,230,985.9,587.4
131,청주,1982,12.1,-16.9,35.2,6.7,18.3,1017,850.2,61.5,68.8,2468.6,55.67,4192.34,1.6,340,1173.2,749.4
131,청주,1983,12,-15.8,35.6,7.3,17.9,1016.9,1238.1,113,72.4,2306.7,51.83,4822.71,1.6,230,1086.5,669.3
