지점,지점명,일시,평균기온,최저기온,최고기온,평균최저기온,평균최고기온,평균 해면기압,합계 강수량,일 최다 강수량,평균 상대습도,합계 일조시간,일조율,합계 일사량,평균 풍속,최다 풍향,합계 소형 증발량,합계 대형 증발량
185,고산,2019,16.2,1.3,32.9,13.7,19.2,1015.9,1560.9,109.9,78.3,2236,50.27,4772.36,5.4,50,1370.9,959.7
185,고산,2020,16,-1.4,32.9,13.6,19,1016.4,1228.9,100,79.3,2189.8,49.12,4725.28,6.5,340,1388.6,972.3
185,고산,2021,17,-2.8,34.2,14.3,20.3,1016,1387.9,100.3,80.3,2335.3,52.49,4915.36,6.7,340,1443.7,1010.8
185,고산,2022,16.4,-.7,34.3,13.9,19.4,1016.4,1257.6,183.1,77.3,2388.1,53.68,5158.3,6.6,340,1495.7,1047
185,고산,2023,16.6,-4.5,33.5,14.2,19.4,1016.1,1400,116.4,75.8,1933.7,43.47,5155.71,6.4,50,1581.3,1106.8
187,성산,1971,,,,,,,35.3,35.3,,,,,,,,
187,성산,1972,,,,,,,235.5,100.2,,,,,,,,
187,성산,1973,15.3,-2.2,32.4,11.4,18.8,,1595.3,170,73.7,2444.6,55.32,5269.02,3.4,20,,
187,성산,1974,14.5,-4.5,31.7,10.5,18.1,,1810.3,176,79.3,2395.2,54.07,9976.12,3.5,320,,
187,성산,1975,15.6,-3.3,32.6,12,18.7,,1481.5,58,77.3,2401.2,54.21,8221.43,3.6,320,,
187,성산,1976,14.4,-4.2,32.7,10.3,18.1,,1810.1,114,80.3,2252.3,50.71,8610.94,3.3,320,1108.7,
187,성산,1977,15.1,-6.4,33.3,11,18.7,,1536,117.5,81.7,2332.7,52.66,9478.79,3.2,320,1090,
187,성산,1978,15.5,-3.4,33,11.4,19.6,,1069.8,91.5,77.3,2652.3,59.87,11247.57,3.3,290,1225.7,
187,성산,1979,15.5,-3.2,32.7,11.4,19.4,,1887.2,143,79,2377.7,53.68,10062.44,3.1,340,1137.6,
187,성산,1980,14.4,-4.8,31.1,10.7,17.9,,2317.3,156,78.3,2179.1,49.07,8771.78,3.2,320,972.5,
187,성산,1981,14.8,-5.7,33.6,10.7,18.5,,1980.5,254,74.2,2366.1,53.41,9204.19,3.2,320,1159.6,
187,성산,1982,15.2,-2.7,33.1,11,19,,1446.8,72.1,77.7,2218,50.07,3878.07,2.9,320,1108.1,
187,성산,1983,15.3,-6.1,35.5,11.4,19,,1958.9,140.3,77.9,1963.6,44.17,,2.8,340,1040.9,
187,성산,1984,14.8,-4.3,33.3,10.8,18.5,,1255,151.5,75.8,2141.3,48.07,,2.7,320,1278.1,
187,성산,1985,15.3,-3.5,32.7,11.4,18.8,,3193.9,217.4,76.8,1861.8,41.88,,2.8,320,1206.6,
187,성산,1986,14.6,-4.6,32.9,10.3,18.5,1017.9,1801.3,109,75,2099.5,47.23,,2.6,320,1287,
187,성산,1987,15.3,-4.2,32.3,11,19.2,1018.1,2323.5,165.5,77.1,1985.4,44.66,,2.8,320,1204.3,
187,성산,1988,15.3,-5.3,32.9,11.1,19.1,1017.5,1264.4,112.5,73.5,2250.2,50.63,,2.8,320,1290.2,
187,성산,1989,15.5,-2.5,33.1,11.4,19.4,1017.7,1696.1,105.5,78.7,2096.6,47.17,,2.7,320,1127.2,
187,성산,1990,16.1,-7,34.1,12,19.9,1017.7,1952.3,143,78.3,2125.1,47.8,,2.8,320,1189.2,
187,성산,1991,15.2,-4.4,32.6,11.8,18.6,1016.3,1983.8,136.8,76.6,2324.9,52.3,,3.1,320,,
187,성산,1992,15.6,-2.2,32.9,11.9,19.4,1016.4,1981.4,296.5,72.2,2429.1,54.7,,3.3,340,,
187,성산,1993,14.4,-2.9,30.1,10.5,18.3,1016.7,2025.4,158.5,70.6,1599.9,35.99,,3.3,340,,
187,성산,1994,15.6,-3.5,36.2,11.6,19.4,1016.4,1509.3,170,68.8,2057.2,46.28,,3.2,340,,
187,성산,1995,14.5,-4.4,33.1,10.6,18.4,1017,2169.8,302,67.8,1967.4,44.26,,3.2,340,,
187,성산,1996,14.8,-3.9,33.5,11,18.9,1016.9,1757.9,151,69.3,1954.9,43.88,,3.1,340,,
187,성산,1997,15.5,-3.1,33.7,11.7,19.6,1016.7,1803,150,65.3,1961.4,44.13,,2.8,340,,
187,성산,1998,16.4,-3.1,33.7,12.9,20.3,1016.4,2235.9,176.5,73.7,1825.1,41.05,,2.9,340,,
187,성산,1999,15.4,-2.3,32.3,11.9,19.3,1016.2,2328,164.5,79,1676.4,37.71,,3.1,320,,
187,성산,2000,15.3,-2.9,33.4,11.6,19.2,1016.7,1370,100.5,75.8,1636.3,47.43,,3.2,320,,
187,성산,2001,14.8,-5.1,32.7,11.2,18.6,1016.8,1856.5,129.5,66,2131.5,47.95,,3.3,340,,
187,성산,2002,15.7,-2.5,31.8,12.2,19.4,1016.7,1781.5,114,72.6,2059.6,46.3,,3.1,340,,
187,성산,2003,16.5,-1.7,33.7,13.2,20,1017,2550.5,163.5,76.6,1955.9,43.97,,2.9,340,,
187,성산,2004,15.8,-4.8,35,11.9,19.8,1016.1,1962.5,251.5,71.9,2266.5,50.84,,3.1,340,,
187,성산,2005,15.3,-3.4,34.7,11.7,19.2,1016.1,1588,113.5,73.8,2183.8,49.09,,3.2,340,,
187,성산,2006,15.7,-3.2,32.4,12.4,19,1015.7,2238,152.5,75,1820.8,40.93,,3.3,320,,
187,성산,2007,16.3,.5,32.7,13.1,19.6,1015.6,2582.5,294.5,71.5,1758.2,39.53,,3.4,290,,
187,성산,2008,,-.8,32.1,,,,1372.2,136,,1241.9,39.26,,,290,,
188,성산,1971,,,34.1,,,,35.3,35.3,,,,,,320,,
188,성산,1972,,,,,,,235.5,100.2,,,,,,340,,
188,성산,1973,15.3,-2.2,32.4,11.4,18.8,,1595.3,170,73.7,2452.6,55.35,5283.23,3.4,20,,
188,성산,1974,14.5,-4.5,31.7,10.5,18.1,,1810.3,176,79.3,2395.2,54.07,9976.12,3.5,320,,
188,성산,1975,15.6,-3.3,32.6,12,18.7,,1481.5,58,77.3,2401.2,54.21,8221.43,3.6,320,,
188,성산,1976,14.4,-4.2,32.7,10.3,18.1,,1810.1,114,80.3,2252.3,50.71,8610.94,3.3,320,1108.7,
188,성산,1977,15.1,-6.4,33.3,11,18.7,,1536,117.5,81.7,2332.7,52.66,9478.79,3.2,320,1090,
188,성산,1978,15.5,-3.4,33,11.4,19.6,,1069.8,91.5,77.3,2652.3,59.87,11247.57,3.3,290,1225.7,
188,성산,1979,15.5,-3.2,32.7,11.4,19.4,,1887.2,143,79,2377.7,53.68,10062.44,3.1,340,1137.6,
188,성산,1980,14.4,-4.8,31.1,10.7,17.9,,2317.3,156,78.3,2179.1,49.07,8771.78,3.2,320,972.5,
188,성산,1981,14.8,-5.7,33.6,10.7,18.5,,1980.5,254,74.2,2366.1,53.41,9204.19,3.2,320,1159.6,
188,성산,1982,15.2,-2.7,33.1,11,19,,1446.8,72.1,77.7,2218,50.07,3878.07,2.9,320,1108.1,
188,성산,1983,15.3,-6.1,35.5,11.4,19,,1958.9,140.3,77.9,1963.6,44.17,,2.8,340,1040.9,
188,성산,1984,14.8,-4.3,33.3,10.8,18.5,,1255,151.5,75.8,2141.3,48.07,,2.7,320,1278.1,
188,성산,1985,15.3,-3.5,32.7,11.4,18.8,,3193.9,217.4,76.8,1861.8,41.88,,2.8,320,1206.6,
188,성산,1986,14.6,-4.6,32.9,10.3,18.5,1017.9,1801.3,109,75,2099.5,47.23,,2.6,320,1287,
188,성산,1987,15.3,-4.2,32.3,11,19.2,1018.1,2323.5,165.5,77.1,1985.4,44.66,,2.8,320,1204.3,
188,성산,1988,15.3,-5.3,32.9,11.1,19.1,1017.5,1264.4,112.5,73.5,2250.2,50.63,,2.8,320,1290.2,
188,성산,1989,15.5,-2.5,33.1,11.4,19.4,1017.7,1696.1,105.5,78.7,2096.6,47.17,,2.7,320,1127.2,
188,성산,1990,16.1,-7,34.1,12,19.9,1017.7,1952.3,143,78.3,2125.1,47.8,,2.8,320,1189.2,
188,성산,1991,15.2,-4.4,32.6,11.8,18.6,1016.3,1983.8,136.8,76.6,2324.9,52.3,,3.1,320,,
188,성산,1992,15.6,-2.2,32.9,11.9,19.4,1016.4,1981.4,296.5,72.2,2429.1,54.7,,3.3,340,,
188,성산,1993,14.4,-2.9,30.1,10.5,18.3,1016.7,2025.4,158.5,70.6,1599.9,35.99,,3.3,340,,
188,성산,1994,15.6,-3.5,36.2,11.6,19.4,1016.4,1509.3,170,68.8,2057.2,46.28,,3.2,340,,
188,성산,1995,14.5,-4.4,33.1,10.6,18.4,1017,2169.8,302,67.8,1967.4,44.26,,3.2,340,,
188,성산,1996,14.8,-3.9,33.5,11,18.9,1016.9,1757.9,151,69.3,1954.9,43.88,,3.1,340,,
188,성산,1997,15.5,-3.1,33.7,11.7,19.6,1016.7,1803,150,65.3,1961.4,44.13,,2.8,340,,
188,성산,1998,16.4,-3.1,33.7,12.9,20.3,1016.4,2235.9,176.5,73.7,1825.1,41.05,,2.9,340,,
188,성산,1999,15.4,-2.3,32.3,11.9,19.3,1016.2,2328,164.5,79,1676.4,37.71,,3.1,320,,
188,성산,2000,15.3,-2.9,33.4,11.6,19.2,1016.7,1370,100.5,75.8,1636.3,47.43,,3.2,320,,
188,성산,2001,14.8,-5.1,32.7,11.2,18.6,1016.8,1856.5,129.5,66,2131.5,47.95,,3.3,340,,
188,성산,2002,15.7,-2.5,31.8,12.2,19.4,1016.7,1781.5,114,72.6,2059.6,46.3,,3.1,340,,
188,성산,2003,16.5,-1.7,33.7,13.2,20,1017,2550.5,163.5,76.6,1955.9,43.97,,2.9,340,,
188,성산,2004,15.8,-4.8,35,11.9,19.8,1016.1,1962.5,251.5,71.9,2266.5,50.84,,3.1,340,,
188,성산,2005,15.3,-3.4,34.7,11.7,19.2,1016.1,1588,113.5,73.8,2183.8,49.09,,3.2,340,,
188,성산,2006,15.7,-3.2,32.4,12.4,19,1015.7,2238,152.5,75,1820.8,40.93,,3.3,320,,
188,성산,2007,16.3,.5,32.7,13.1,19.6,1015.6,2582.5,294.5,71.5,1758.2,39.53,,3.4,290,,
188,성산,2008,15.6,-.8,32.1,12.5,19,1015.9,1770.7,136,71,1741.2,39.05,,3.2,290,,
188,성산,2009,15.4,-3.8,31.3,12.1,18.9,1015.4,1753.5,126.5,66.3,1826.1,41.05,,3.4,290,,
188,성산,2010,15.1,-4,32.3,11.8,18.4,1016,2086.8,141.5,73.8,1717.7,38.62,,3.3,320,,
188,성산,2011,15.4,-3.8,33.1,12.4,18.7,1016.3,1865.7,144,73.1,1763.1,39.63,,3.2,290,,
188,성산,2012,15.4,-3.6,33,12.1,18.9,1015.4,2458.4,231.7,77.8,1991.1,44.66,,3,320,,
188,성산,2013,15.9,-3.5,34,12.3,19.6,1015.7,1364,72.6,75.4,2325.6,52.28,,3.3,340,,
188,성산,2014,15.6,-2.7,31.1,12.2,19.2,1015.9,2241,128.1,74.6,2059.1,46.29,,3.1,290,,
188,성산,2015,15.7,-2.8,32.9,12.2,19.3,1016,2542.2,169.7,75.7,2105.6,47.33,,2.9,290,,
188,성산,2016,16.3,-6.9,35.3,13.1,19.8,1016,2255.9,127.2,76.4,1915.7,42.97,,3,290,,
188,성산,2017,15.9,-3.8,34.3,12.3,19.8,1016.4,1917.7,220.6,70.6,2255.5,50.7,,3.1,290,,
188,성산,2018,15.7,-3.8,34.7,12.3,19.3,1016.5,2146.7,181,74,2139.4,48.09,,3.1,290,,
188,성산,2019,16.1,-.7,32.5,12.5,19.8,1016.2,2658.1,262.7,70.9,2187.6,49.18,0,3.1,360,2.3,1.6
188,성산,2020,16,-2.8,33.8,12.6,19.5,1016.7,2116.2,262.9,70.6,2208.2,49.53,,2.7,320,,
188,성산,2021,16.7,-4.6,32.2,13.3,20.4,1016.4,2086.3,110.4,72,2244.6,50.46,,2.8,320,,
188,성산,2022,16.1,-2.6,33.5,12.8,19.7,1016.5,1555,181,72.4,1955.9,43.97,,3.2,230,,
188,성산,2023,16.7,-5.4,32.2,13.3,20.4,1016.5,2099.1,193,75.8,1972.7,44.35,,3,290,,
189,서귀포,1961,16,-3.8,31.9,,,,1993.8,94,73.3,1968.4,47.84,,,50,1349,
189,서귀포,1962,15,-2.2,31.6,11.3,18.9,1015.7,1911.4,109.1,71.3,2072.7,46.78,,3.5,50,1331.3,
189,서귀포,1963,14.8,-4.4,33.4,11.2,18.3,1015.7,2142.7,134.7,72,1781.4,40.21,,4.3,70,1303.7,
189,서귀포,1964,16.4,-1.9,32.5,12.8,19.9,1016.4,1226.2,141.6,71.8,2091.9,47.1,,4.1,50,1513.9,
189,서귀포,1965,15.5,-3.8,31.1,11.5,19.2,1015.7,1514.9,184.2,69.6,2108.4,55.76,,3.8,270,1427.8,
189,서귀포,1966,16.2,-2.8,35.9,12.3,19.8,1014.7,1809.1,135.4,73.5,2173.3,60.34,,3.8,50,1515.9,
189,서귀포,1967,15.8,-5.4,32.8,12.1,19.6,1016,1189,96,72.5,2265.5,51.14,,3.8,50,1539.3,
189,서귀포,1968,15.4,-4.8,33.7,11.7,19.1,1015.6,1592.2,154,74.3,2141.2,48.21,,3.8,50,1312,
189,서귀포,1969,15.5,-2.8,33.6,11.7,19,1015.8,1965,113.1,75,1978.9,44.77,,3.7,50,1266.5,
189,서귀포,1970,15.4,-6.1,33.3,11.9,19,1016.1,1731.6,130.6,73.8,1867.3,42.15,,3.5,70,1162.7,
189,서귀포,1971,15.9,-4,33.1,12.4,19.5,1015.9,1272,91.8,72.6,2233.1,52.81,,3.6,70,1321,
189,서귀포,1972,15.9,-1.6,32.4,12.6,19.3,1015.1,2216.3,129.1,75.3,1799.5,40.51,,3.6,50,1061.6,
189,서귀포,1973,16,-3.3,33.9,12.6,19.6,1016,1531.3,124.5,73.8,2232.1,50.38,,3.3,50,1296.8,763.4
189,서귀포,1974,15.5,-3.7,32.5,12.1,19,1015.3,1756.3,117.5,76.6,2025.2,45.72,,3.3,50,1359.5,738.5
189,서귀포,1975,16.2,-3,33.4,13.1,19.5,1015.1,1660.5,111.8,74.2,2010.3,45.38,,3.6,50,1330.4,693.7
189,서귀포,1976,15.3,-3.2,31.7,12,18.8,1015.7,1848.8,116.8,72.8,1838.2,41.39,,3.4,50,1256.3,675
189,서귀포,1977,15.9,-6.3,32,12.6,19.5,1016.1,1638.6,118.3,74.3,1914.2,43.21,,3.3,50,1246.6,643.5
189,서귀포,1978,16.5,-3.6,33.6,13,20.2,1015.7,1280.7,114.2,72.2,2341.3,52.85,,3.2,50,1382.8,706
189,서귀포,1979,16.5,-3,32.4,12.9,20.2,1015.5,2241.3,260.6,69.7,2180.7,49.22,,3.1,50,1279.1,706.6
189,서귀포,1980,15.3,-3.4,30.6,12,18.8,1015.7,1721.4,95.2,70.7,1882.6,42.39,,3.2,50,1228.5,591.1
189,서귀포,1981,15.8,-5,32.8,12.2,19.5,1015.7,1712.3,115.4,69.6,2077,46.88,,2.9,320,1328.4,658.3
189,서귀포,1982,16.2,-3,31.6,12.8,19.9,1015.5,1586.9,84.7,70.4,2097.9,47.36,,3.1,360,1301.8,647
189,서귀포,1983,16,-3.2,34.1,12.7,19.7,1015.6,1835.1,141.9,72.5,1991.6,44.81,,3.2,340,1164.3,534.5
189,서귀포,1984,15.6,-4,32.7,12.3,19.4,1015.7,1145.8,121.4,69.3,2107.3,47.3,,3.2,340,1257.7,684.7
189,서귀포,1985,16.1,-3.8,33.9,13,19.7,1015.5,3244.3,232.8,70.1,1990.3,44.77,,3.2,20,1184.2,746.6
189,서귀포,1986,15.6,-4.1,33.1,12.2,19.5,1015.8,1746,79.1,66.8,2091.5,47.05,,2.9,340,1221.7,746.8
189,서귀포,1987,16.3,-4.1,32.5,13,20.1,1015.9,1952.9,158.3,71.7,2014,45.32,,3,50,1137.4,719.6
189,서귀포,1988,16.2,-1.6,33.2,12.8,20.2,1015.4,1591.8,181.5,70.9,2369.8,53.19,,3,270,1398.9,838.5
189,서귀포,1989,16.6,-1.7,34.2,13.4,20.3,1015.6,1681.9,106.5,71.9,2144.9,48.25,,2.8,70,1171.5,746.5
189,서귀포,1990,17.1,-4.2,34.7,13.9,20.5,1015.8,2398.6,195.7,73,2176,48.95,,2.8,70,1184,733.4
189,서귀포,1991,16.2,-3.6,33.1,13.1,19.7,1015.3,1872.6,140,69.1,1960.9,44.12,,2.9,50,1110.4,654.7
189,서귀포,1992,16.6,-1,32.6,13.3,20.4,1015.6,1827.5,259.8,68.4,2138,47.99,,2.7,50,1243.1,718.4
189,서귀포,1993,15.8,-1.4,31.2,12.7,19.6,1015.8,2190.2,146.2,69.8,1789.7,40.26,,2.7,70,1099.7,640.1
189,서귀포,1994,17.1,-.2,35.5,14,20.7,1015.5,1626,304,69.2,2368.3,53.27,,2.7,70,1331.9,667
189,서귀포,1995,16,-.5,31.9,13.1,19.4,1016.1,2280.4,365.5,67.3,2214.3,49.83,,2.7,250,1240,553.8
189,서귀포,1996,16.3,-1.2,34.1,13.4,19.6,1015.9,1656,204.6,68.6,2005.4,45.01,,2.5,70,1168.4,611.7
189,서귀포,1997,16.8,-.4,34.7,13.8,19.9,1015.5,1575.8,162.6,68.4,2002.1,45.03,,2.8,20,1210.7,632.3
189,서귀포,1998,17.5,-2.3,32.3,14.7,20.5,1015.2,2091.9,227.3,70.6,1923.6,43.27,,3.1,360,1092.2,628.9
189,서귀포,1999,16.6,-1.4,31.4,13.8,20,1014.9,2970.5,247.8,69.4,1931.5,43.46,,3,20,1040.4,706.9
189,서귀포,2000,17.2,-1.6,33.8,14.2,20.5,1015.3,1368.5,112,67.1,1999.1,44.86,,2.9,50,1346.3,863.6
189,서귀포,2001,17.4,-3,34.2,14.4,20.8,1015.4,1782.1,110.2,66.4,1971.4,44.34,,3.3,50,1306.2,731.2
189,서귀포,2002,17.3,1.2,34,14.2,20.8,1015.4,1877.2,117,67.5,2009.5,45.18,,3.3,70,1215.7,648.2
189,서귀포,2003,17.4,-2.4,33.6,14.4,20.9,1015.6,2280.1,188,68.8,1950.5,43.85,,3.2,70,1298.3,765
189,서귀포,2004,17.8,-3.3,35.6,14.7,21.5,1015.8,2018,214,65.2,2289,51.34,,3,50,1360.6,731.4
189,서귀포,2005,16.2,-2.9,31.7,13.2,19.7,1015.7,1390.6,74.5,66.1,2150,48.33,,3,270,1282.8,672.5
189,서귀포,2006,17.1,-1.5,33.8,14.2,20.7,1015.4,1757.6,100,67.3,2043.4,45.94,,2.8,90,1151.4,632.5
189,서귀포,2007,17.4,-.3,33.7,14.3,21.1,1015.4,2166.5,265.5,66.2,2063.4,46.38,,2.8,90,1123.2,642.5
189,서귀포,2008,16.9,-1.1,33.5,13.9,20.5,1015.6,1661.4,135.5,69.6,1944.3,43.61,,2.4,50,1061.3,591.7
189,서귀포,2009,17.2,-3.9,33.8,14.2,20.7,1015.2,2006.8,139.5,66.1,1994.2,44.83,,2.7,50,1147.5,658
189,서귀포,2010,16.9,-2.7,33,14,20.3,1015.7,2393.3,126,69.1,1833.5,41.22,,2.7,50,1032.2,596.8
189,서귀포,2011,16.7,-3.7,35.5,13.9,20,1015.9,2010.2,143,70.9,1972.3,44.34,,2.4,70,1143.3,642.5
189,서귀포,2012,16.7,-1.5,33.9,13.8,20,1014.9,2700.8,266,70.2,1967,45.49,,2.6,70,1183,661.9
189,서귀포,2013,17.4,-1.1,34.3,14.3,20.9,1015.4,1086.6,63.5,69.8,2462.8,55.36,,2.4,250,1226.3,711.4
189,서귀포,2014,17,-.1,33.8,14,20.4,1015.5,2473.2,191,70.8,2292.5,51.54,,2.4,70,1169.7,673.8
189,서귀포,2015,16.7,-.8,31.5,13.9,20,1015.6,2618.1,220.5,72.6,2233.6,50.21,,2.1,50,145.8,
189,서귀포,2016,17,-6.4,33.2,14.3,20.1,1015.6,2204.5,267.7,75.7,1976,44.32,,1.7,50,,
189,서귀포,2017,17,-1.6,35.8,14,20.3,1015.9,1334,141.9,72.3,2323.8,52.23,,1.8,360,,
189,서귀포,2018,16.7,-3,33.5,13.9,20,1015.6,2166.2,199.1,78.7,2022.9,47.55,,1.8,50,,
189,서귀포,2019,17.3,2,32.2,14.4,20.5,1015.5,2210.3,197.3,77.9,2239.9,50.35,,1.8,50,,
189,서귀포,2020,16.8,-2.1,31.3,13.9,19.9,1016.2,2089.6,235,78.9,2166.9,48.85,,1.7,50,,
189,서귀포,2021,17.5,-3.4,32.9,14.7,20.7,1016,2136.2,219.7,75.9,2313,51.99,,1.9,50,,
189,서귀포,2022,17.2,-1.8,34.8,14.4,20.4,1016.2,1561.3,212.5,73.6,2266.8,50.96,,1.7,360,,
189,서귀포,2023,17.7,-4.5,34.1,14.8,20.8,1016.4,2220.7,287.8,73.2,2183.7,49.09,,1.7,360,,
192,진주,1969,,-9.1,33.5,,,,1821.4,151,,2409.9,63.12,3659.57,,230,923,630.7
192,진주,1970,12.6,-12.8,34.8,7.5,18.4,1016.7,1763.5,94.4,73,2523.3,56.92,4659.5,1.3,230,1086.3,549
192,진주,1971,13,-12.8,35.3,7.8,18.8,1016.3,1128.2,75.5,74.9,2659.4,59.99,,1.5,20,1194.5,
192,진주,1972,13.3,-9.6,34.6,8.1,18.7,1015.7,2028.7,109.8,75.8,2407.1,54.17,,1.6,230,1102.8,
192,진주,1973,13.8,-12.1,35.9,8.7,19.4,1016.2,1357.9,143.6,68.9,2460.3,55.49,4927.25,1.6,320,1219.9,680.5
192,진주,1974,12.8,-10.6,33.9,7.7,18.3,1015.8,1649,124.1,68.7,2113.6,47.68,4784,1.5,360,1054.8,596.7
192,진주,1975,13.8,-9.4,35.7,9.1,19.3,1015.7,1707.7,119.9,68.1,2131.2,48.08,4740.13,1.5,360,1050.6,563.2
192,진주,1976,12.7,-14.1,32.7,7.7,18.5,1016.1,1098.6,155,69.7,2146.9,48.32,4305.47,1.4,360,991.6,517.1
192,진주,1977,13.5,-13.1,35.3,8.5,19.3,1016.7,1034.4,79,69.3,2238.2,50.49,4213.62,1.4,360,1074.3,557.4
192,진주,1978,13.9,-10.7,35,8.5,20,1016.1,1262.2,201.5,68.5,2419.2,54.58,4517.57,1.4,320,1154.3,637.8
192,진주,1979,13.6,-8.8,34.8,8.3,19.7,1016,1912.4,252,73.8,2219.8,50.08,5112.89,1.4,360,1046.6,586
192,진주,1980,12.6,-12.4,31.9,7.8,18.2,1016.5,1974.4,162.1,75.3,2140.3,48.17,3146.2,1.4,360,932.3,492.1
192,진주,1981,12.2,-14.1,34.9,6.7,18.3,1016.3,1455.2,264,73.6,2249.6,50.76,5462.72,2.1,360,1176.7,609.1
192,진주,1982,12.8,-14.6,33.9,7.3,19.5,1016.4,1143.4,138.8,76.8,2234.1,50.41,5414.32,1.9,360,1166.3,637
192,진주,1983,12.7,-13.1,37,7.4,19.1,1016.4,1518.4,103.5,75.1,2227.9,50.09,5180.27,1.9,360,1137.2,603.6
192,진주,1984,12.5,-15.9,36.3,6.6,18.9,1016.5,1467.8,194.7,72.3,2330.8,52.29,5300.4,2,340,1162.5,676.2
192,진주,1985,12.8,-15.1,35.2,7.3,18.6,1016.3,2110.6,170.6,75.4,2040.9,45.88,4997.15,1.9,360,1027.1,644.1
192,진주,1986,12.3,-13.6,34.9,6.7,19,1016.2,1200.1,81.3,77.4,2245.3,50.49,5224.87,1.8,360,1080.4,609.1
192,진주,1987,12.8,-11.7,31.8,7.6,19.1,1016.6,1455.4,188.3,75.7,2065.8,46.45,5062.58,1.9,180,1077.2,592.6
192,진주,1988,12.7,-12.2,35.3,7.1,19.2,1016,931.1,111.3,69.3,2222.9,49.87,5160.09,1.7,180,1131,647.8
192,진주,1989,13.3,-10.1,32.9,8.4,19.5,1016.2,2192.7,200.8,75.5,1920.3,43.18,4984.47,1.8,360,1090.3,651.9
192,진주,1990,13.8,-13.4,36.7,9,19.7,1016.3,1541.1,113.3,76.3,2014.7,45.3,5035.68,1.9,180,1116.2,636.7
192,진주,1991,12.8,-12.3,33,7.8,18.9,1015.8,1920.9,138.9,72.8,2046.5,46.02,5299.28,1.7,360,1094.3,619.5
192,진주,1992,13.1,-9.4,34.4,7.8,19.4,1016.4,1173.4,103.2,71.8,2107.3,47.28,5080.4,2,340,1189.3,666.6
192,진주,1993,12.4,-11.4,32.1,7.3,18.6,1016.5,1595.4,95.2,70.3,1930.4,43.41,4738.55,2,360,1110,569.6
192,진주,1994,13.7,-14.1,38.9,8,20.5,1016.4,784.9,73.1,66.9,2457.8,55.27,5392.32,2,340,1405.9,813.5
192,진주,1995,12.5,-11.7,36.2,6.8,19.3,1016.1,975,93.5,64.3,2377.8,53.47,5157.38,2.1,200,1223.7,672.8
192,진주,1996,12.6,-12.3,35.5,7.1,19.1,1016,1122.8,96,68.6,2231.8,50.07,4806.53,1.9,340,1205.8,664.7
192,진주,1997,13.4,-15.7,35.5,7.5,20.1,1015.6,1444.8,92.5,67.1,2264.7,50.92,4977.75,1.9,340,1182.6,663.8
192,진주,1998,14.2,-11,34.2,9.2,20.2,1015.7,1922.6,201,71.6,2065.8,46.46,4486.91,1.8,360,1082.3,562.8
192,진주,1999,13.3,-11.8,33.7,8,19.6,1015.3,2045,146.6,69.6,2192.4,49.3,4703.48,1.6,360,1065.9,572.2
192,진주,2000,13.4,-10.8,37,7.5,20.1,1015.8,1546.9,166,66.4,2267.8,50.87,4998.81,1.7,200,1100,620.1
192,진주,2001,13.4,-15.4,37.2,7.5,20.3,1016.1,1216.3,138.5,65.5,2289.8,51.5,5269.86,1.6,20,1127.8,709.1
192,진주,2002,13.4,-11.5,35.5,7.6,19.9,1015.8,1817.1,210,66.7,2240.6,50.38,5031.38,1.6,340,1024.5,588.6
192,진주,2003,13.2,-13.1,33.5,7.9,19.4,1016.3,2151.2,259.5,69.8,2034,45.71,4728,1.5,360,961.4,539.2
192,진주,2004,14,-13.3,37.3,7.9,20.8,1016.2,1575,139.5,66.3,2369.9,53.15,5195.42,1.6,360,1088.4,623.7
192,진주,2005,13.3,-13.9,36.7,7.6,19.8,1015.8,1113.7,131,65.3,2362.8,53.1,5236.41,1.6,200,1064.9,615.6
192,진주,2006,13.6,-13.3,37.5,8.2,19.7,1015.5,1674,203,68.4,2160.7,48.56,5189.64,1.3,20,1101.3,626.1
192,진주,2007,14,-10.7,36.2,8.5,20.3,1015.4,1701,207.5,69.9,2161.7,48.58,5469.36,1.2,360,1104,641.9
192,진주,2008,14,-10.6,35.5,8.3,20.4,1015.8,885.6,98,66.1,2231.8,50.04,4720.19,1.2,360,1168.5,671.2
192,진주,2009,13.8,-14.1,33.1,8.1,20.2,1015.2,1608.9,175.5,64.9,2186,49.13,5405.89,1.3,360,1109.1,641.6
192,진주,2010,13.1,-12.5,35.2,7.9,19.2,1015.9,1896,165.5,67.7,2109.5,47.41,5307.39,1.2,360,1078.9,611.9
192,진주,2011,13,-15.6,34.7,7.6,19,1016.5,2026.4,318,66.1,2212.8,49.73,5439.51,1.3,360,1152.8,635.5
192,진주,2012,12.7,-14.3,35.4,7.4,18.6,1015.8,1752.9,147,67.3,2462.9,55.22,5123.08,1.2,360,1138.5,644.8
192,진주,2013,13.4,-13,36.7,7.7,19.8,1015.9,1220.6,116,68.2,2673.9,60.09,5527.12,1.2,360,1220.7,726.1
192,진주,2014,13.2,-10.6,35.5,7.8,19.5,1016.4,1644.9,94.5,68.3,2401.8,53.98,5132.63,1.1,360,1103.6,648.4
192,진주,2015,13.4,-11.5,35.5,8,19.6,1016.5,1324.8,77,68.1,2460.4,55.29,5136.46,1.1,20,301.8,161.2
192,진주,2016,13.8,-12.8,37.5,8.6,19.9,1016.5,1734.6,174.5,66.3,2282.4,51.18,3465.48,1.1,360,475.1,332.8
